TimeDate,KP,DCC (m),Easting (m),Northing (m),TOP (m),BOP (m),MADJ (m),MSBL (m),DOC (m),DOL (m),Comment
14/08/2017,1.425,0.41,334518.88,6464126.22,141.23,141.5,141.18,140.23,0.05,1,
14/08/2017,1.426,0.52,334517.87,6464126.03,141.25,141.53,141.26,140.21,-0.01,1.04,
14/08/2017,1.427,0.61,334517,6464125.86,141.27,141.55,141.29,140.14,-0.02,1.13,
14/08/2017,1.428,0.71,334516.04,6464125.67,141.3,141.57,141.31,140.14,-0.01,1.16,
14/08/2017,1.429,0.81,334515.03,6464125.46,141.32,141.59,141.34,140.15,-0.02,1.17,
14/08/2017,1.43,0.89,334514.22,6464125.3,141.34,141.61,141.22,140.16,0.12,1.18,
14/08/2017,1.435,0.94,334509.13,6464124.34,141.42,141.69,141.13,140.04,0.29,1.38,
14/08/2017,1.44,0.96,334504.21,6464123.41,141.45,141.72,141.08,140.06,0.37,1.39,
14/08/2017,1.445,0.89,334499.38,6464122.45,141.44,141.71,141.04,140.06,0.4,1.38,
14/08/2017,1.45,0.78,334494.62,6464121.46,141.43,141.71,140.86,139.88,0.57,1.55,
14/08/2017,1.455,0.67,334489.59,6464120.44,141.42,141.69,140.65,139.83,0.77,1.59,
14/08/2017,1.46,0.5,334484.84,6464119.49,141.4,141.68,140.63,139.86,0.77,1.54,
14/08/2017,1.465,0.33,334480.01,6464118.56,141.4,141.67,140.63,139.89,0.77,1.51,
14/08/2017,1.47,0.27,334475.2,6464117.66,141.43,141.71,140.87,139.85,0.56,1.58,
14/08/2017,1.475,0.35,334470.43,6464116.78,141.47,141.74,140.9,139.94,0.57,1.53,
14/08/2017,1.48,0.45,334465.39,6464115.87,141.45,141.73,140.85,139.87,0.6,1.58,
14/08/2017,1.485,0.55,334460.39,6464114.96,141.44,141.71,140.86,139.85,0.58,1.59,
14/08/2017,1.49,0.58,334455.55,6464114.09,141.44,141.71,140.73,139.94,0.71,1.5,
14/08/2017,1.495,0.62,334450.6,6464113.21,141.43,141.7,140.94,139.98,0.49,1.45,
14/08/2017,1.5,0.66,334445.57,6464112.33,141.42,141.7,140.97,139.97,0.45,1.45,
14/08/2017,1.505,0.72,334440.78,6464111.51,141.44,141.72,140.84,139.89,0.6,1.55,
14/08/2017,1.51,0.79,334435.71,6464110.66,141.44,141.72,140.61,139.94,0.83,1.5,
14/08/2017,1.515,0.86,334430.79,6464109.85,141.47,141.75,140.69,139.94,0.78,1.53,
14/08/2017,1.52,0.95,334425.96,6464109.06,141.46,141.73,140.68,139.95,0.78,1.51,
14/08/2017,1.525,0.97,334420.98,6464108.24,141.42,141.7,140.64,139.89,0.78,1.53,
14/08/2017,1.53,0.91,334416.07,6464107.42,141.41,141.68,140.65,139.91,0.76,1.5,
14/08/2017,1.535,0.83,334411.02,6464106.56,141.44,141.72,140.8,139.95,0.64,1.49,
14/08/2017,1.54,0.77,334406.17,6464105.73,141.44,141.71,140.96,139.98,0.48,1.46,
14/08/2017,1.545,0.68,334401.24,6464104.84,141.43,141.7,140.89,139.93,0.54,1.5,
14/08/2017,1.55,0.54,334396.34,6464103.91,141.37,141.64,140.74,139.91,0.63,1.46,
14/08/2017,1.555,0.46,334391.49,6464102.93,141.28,141.56,141,139.92,0.28,1.36,
14/08/2017,1.56,0.44,334386.61,6464101.91,141.18,141.46,140.93,139.95,0.25,1.23,
14/08/2017,1.565,0.39,334381.83,6464100.87,141.08,141.35,140.62,139.91,0.46,1.17,
14/08/2017,1.57,0.38,334376.93,6464099.8,141.01,141.28,140.51,140.01,0.5,1,
14/08/2017,1.575,0.45,334372.1,6464098.74,141.01,141.29,140.45,140.02,0.56,0.99,
14/08/2017,1.58,0.53,334367.24,6464097.68,141.05,141.32,140.84,140.02,0.21,1.03,
14/08/2017,1.586,0.61,334361.35,6464096.4,141.14,141.42,140.99,139.96,0.15,1.18,
14/08/2017,1.589,0.56,334357.56,6464095.58,141.19,141.46,140.77,139.88,0.42,1.31,
14/08/2017,1.595,0.51,334351.78,6464094.36,141.23,141.5,140.89,139.9,0.34,1.33,
14/08/2017,1.6,0.46,334346.88,6464093.33,141.22,141.5,140.73,139.81,0.49,1.41,
14/08/2017,1.605,0.42,334341.93,6464092.29,141.26,141.53,140.57,139.78,0.69,1.48,
14/08/2017,1.61,0.36,334337.15,6464091.27,141.31,141.58,140.92,139.91,0.39,1.4,
14/08/2017,1.615,0.29,334332.41,6464090.22,141.34,141.61,140.69,139.78,0.65,1.56,
14/08/2017,1.62,0.24,334327.49,6464089.14,141.35,141.62,140.89,139.79,0.46,1.56,
14/08/2017,1.625,0.2,334322.97,6464088.16,141.31,141.59,140.6,139.76,0.71,1.55,
14/08/2017,1.63,0.15,334318.21,6464087.12,141.24,141.51,140.37,139.62,0.87,1.62,
14/08/2017,1.635,0.1,334313.43,6464086.08,141.12,141.39,140.64,139.79,0.48,1.33,
14/08/2017,1.64,0.04,334308.59,6464085.02,140.97,141.24,140.69,139.84,0.28,1.13,
14/08/2017,1.645,0,334302.86,6464083.8,140.77,141.04,140.33,139.86,0.44,0.91,
14/08/2017,1.65,0.01,334298.01,6464082.81,140.65,140.92,140.09,139.89,0.56,0.76,
14/08/2017,1.655,-0.02,334293.93,6464081.97,140.58,140.85,140.15,139.93,0.43,0.65,
14/08/2017,1.66,-0.11,334288.19,6464080.76,140.57,140.85,140.2,139.98,0.37,0.59,
14/08/2017,1.665,-0.22,334283.31,6464079.7,140.57,140.84,140.24,139.95,0.33,0.62,
14/08/2017,1.67,-0.28,334278.56,6464078.66,140.54,140.81,140.35,140.08,0.19,0.46,
14/08/2017,1.675,-0.29,334273.73,6464077.51,140.57,140.84,140.37,140.03,0.2,0.54,
14/08/2017,1.68,-0.44,334268.91,6464076.29,140.6,140.87,140.48,140.09,0.12,0.51,
14/08/2017,1.681,-0.48,334268.05,6464076.06,140.6,140.87,140.52,140.11,0.08,0.49,
14/08/2017,1.682,-0.53,334267.08,6464075.81,140.59,140.86,140.73,140.09,-0.14,0.5,
14/08/2017,1.683,-0.56,334266.18,6464075.58,140.58,140.86,140.83,140.05,-0.25,0.53,
14/08/2017,1.684,-0.57,334265.14,6464075.34,140.57,140.84,140.85,140.04,-0.28,0.53,
14/08/2017,1.685,-0.57,334264.17,6464075.14,140.56,140.83,140.92,140.03,-0.36,0.53,
14/08/2017,1.686,-0.57,334263.21,6464074.94,140.54,140.81,141.08,139.96,-0.54,0.58,
14/08/2017,1.687,-0.59,334262.26,6464074.74,140.52,140.79,141.15,139.98,-0.63,0.54,
14/08/2017,1.688,-0.67,334261.31,6464074.53,140.49,140.77,141.16,140.03,-0.67,0.46,
14/08/2017,1.689,-0.75,334260.25,6464074.31,140.46,140.73,141.09,140.05,-0.63,0.41,
14/08/2017,1.69,-0.83,334259.27,6464074.1,140.43,140.7,140.9,140.09,-0.47,0.34,
14/08/2017,1.691,-0.92,334258.39,6464073.89,140.4,140.67,140.72,140.07,-0.32,0.33,
14/08/2017,1.692,-1.01,334257.42,6464073.67,140.36,140.64,140.68,140.09,-0.32,0.27,
14/08/2017,1.693,-1.1,334256.44,6464073.45,140.33,140.6,140.61,140.05,-0.28,0.28,
14/08/2017,1.694,-1.15,334255.42,6464073.26,140.3,140.57,140.62,140.03,-0.32,0.27,
14/08/2017,1.695,-1.21,334254.41,6464073.07,140.26,140.53,140.54,140.02,-0.28,0.24,
14/08/2017,1.696,-1.23,334253.41,6464072.88,140.22,140.49,140.46,139.99,-0.24,0.23,
14/08/2017,1.697,-1.1,334252.44,6464072.69,140.19,140.46,140.01,139.89,0.18,0.3,
14/08/2017,1.698,-0.96,334251.46,6464072.51,140.16,140.43,139.87,139.85,0.29,0.31,
14/08/2017,1.7,-0.7,334249.54,6464072.14,140.1,140.37,139.8,139.76,0.3,0.34,
14/08/2017,1.705,-0.04,334244.65,6464071.14,139.97,140.24,139.71,139.77,0.26,0.2,
14/08/2017,1.71,0.59,334239.77,6464070.09,139.86,140.13,139.68,139.69,0.18,0.17,
14/08/2017,1.715,1.39,334235.02,6464069.04,139.77,140.04,139.71,139.7,0.06,0.07,
14/08/2017,1.72,1.28,334230.1,6464067.93,139.68,139.95,139.61,139.63,0.07,0.05,
14/08/2017,1.725,1.32,334225.33,6464066.87,139.58,139.85,139.56,139.55,0.02,0.03,
14/08/2017,1.726,1.34,334224.4,6464066.66,139.55,139.83,139.58,139.55,-0.03,0,
14/08/2017,1.727,1.37,334223.57,6464066.47,139.53,139.8,139.58,139.56,-0.05,-0.03,
14/08/2017,1.728,1.4,334222.61,6464066.25,139.5,139.78,139.54,139.52,-0.04,-0.02,
14/08/2017,1.729,1.44,334221.59,6464065.99,139.48,139.75,139.55,139.48,-0.07,0,
14/08/2017,1.73,1.52,334220.62,6464065.75,139.46,139.73,139.51,139.5,-0.05,-0.04,
14/08/2017,1.73,1.72,334219.67,6464065.53,139.43,139.71,139.51,139.47,-0.08,-0.04,
14/08/2017,1.731,1.91,334218.73,6464065.33,139.41,139.69,139.48,139.44,-0.07,-0.03,
14/08/2017,1.732,2.11,334217.77,6464065.13,139.4,139.67,139.47,139.41,-0.07,-0.01,
14/08/2017,1.734,2.25,334216.82,6464064.93,139.39,139.66,139.45,139.42,-0.06,-0.03,
14/08/2017,1.735,2.2,334215.86,6464064.71,139.36,139.64,139.45,139.38,-0.09,-0.02,
14/08/2017,1.737,1.94,334214.91,6464064.52,139.33,139.6,139.39,139.35,-0.06,-0.02,
14/08/2017,1.737,1.55,334213.95,6464064.33,139.31,139.58,139.36,139.3,-0.05,0.01,
14/08/2017,1.738,1.23,334212.86,6464064.11,139.28,139.55,139.43,139.29,-0.15,-0.01,
14/08/2017,1.739,1.14,334211.97,6464063.93,139.26,139.53,139.38,139.27,-0.12,-0.01,
14/08/2017,1.74,1.05,334211.03,6464063.71,139.26,139.53,139.38,139.26,-0.12,0,
14/08/2017,1.741,0.86,334210.04,6464063.49,139.28,139.55,139.3,139.25,-0.02,0.03,
14/08/2017,1.742,0.78,334209.6,6464063.43,139.31,139.58,139.38,139.26,-0.07,0.05,
14/08/2017,1.743,0.46,334208.1,6464063.28,139.41,139.68,139.47,139.31,-0.06,0.1,
14/08/2017,1.744,0.26,334207.13,6464063.28,139.48,139.75,139.54,139.29,-0.06,0.19,
14/08/2017,1.745,0.05,334206.08,6464063.37,139.54,139.81,139.51,139.33,0.03,0.21,
14/08/2017,1.746,-0.12,334205.14,6464063.49,139.59,139.87,139.53,139.34,0.06,0.25,
14/08/2017,1.747,-0.27,334204.24,6464063.62,139.61,139.89,139.5,139.37,0.11,0.24,
14/08/2017,1.75,-0.63,334201.46,6464064.16,139.54,139.81,139.39,139.28,0.15,0.26,
14/08/2017,1.754,-1.35,334197.65,6464065.34,139.19,139.46,139.13,139.11,0.06,0.08,
14/08/2017,1.755,-1.48,334196.32,6464065.74,139.08,139.35,139.17,139.07,-0.09,0.01,
14/08/2017,1.756,-1.48,334196.12,6464065.8,139.06,139.33,139.19,139.08,-0.13,-0.02,
14/08/2017,1.757,-1.54,334195.23,6464065.98,139.01,139.28,139.21,139.05,-0.2,-0.04,
14/08/2017,1.758,-1.5,334194.37,6464066.07,139,139.27,139.11,139.02,-0.11,-0.02,
14/08/2017,1.759,-1.53,334193.26,6464065.95,139.01,139.28,139.14,138.96,-0.13,0.05,
14/08/2017,1.762,-1.3,334192.12,6464065.63,138.98,139.26,139.12,138.91,-0.14,0.07,
14/08/2017,1.763,-0.71,334191.05,6464064.82,138.93,139.2,139.06,138.83,-0.13,0.1,
14/08/2017,1.765,0.2,334189.94,6464063,138.84,139.11,138.99,138.84,-0.15,0,
14/08/2017,1.766,0.21,334189.76,6464062.06,138.82,139.1,138.96,138.85,-0.14,-0.03,
14/08/2017,1.767,-0.1,334189.66,6464061.14,138.84,139.11,138.85,138.82,-0.01,0.02,
14/08/2017,1.768,-0.42,334189.52,6464060.3,138.87,139.14,138.79,138.81,0.08,0.06,
14/08/2017,1.769,-0.64,334189.42,6464059.54,138.92,139.19,138.78,138.83,0.14,0.09,
14/08/2017,1.77,-0.83,334189.27,6464058.55,139.01,139.28,138.8,138.83,0.21,0.18,
14/08/2017,1.771,-0.95,334189.14,6464057.55,139.09,139.37,138.83,138.86,0.26,0.23,
14/08/2017,1.772,-1.04,334188.96,6464056.54,139.18,139.45,138.87,138.83,0.31,0.35,
14/08/2017,1.772,-1.21,334188.79,6464055.69,139.24,139.51,138.87,138.79,0.37,0.45,
14/08/2017,1.773,-1.26,334188.47,6464054.84,139.3,139.57,138.86,138.78,0.44,0.52,
14/08/2017,1.775,-1.23,334187.97,6464053.8,139.36,139.63,138.84,138.8,0.52,0.56,
14/08/2017,1.776,-0.83,334187.23,6464052.65,139.39,139.66,138.85,138.84,0.54,0.55,
14/08/2017,1.778,0.17,334185.92,6464050.97,139.29,139.56,138.92,138.88,0.37,0.41,
14/08/2017,1.779,0.58,334185.01,6464050.03,139.17,139.44,138.95,138.82,0.22,0.35,
14/08/2017,1.781,0.54,334184.21,6464049.33,139.02,139.29,138.99,138.79,0.03,0.23,
14/08/2017,1.782,0.24,334183.35,6464048.62,138.82,139.09,138.93,138.72,-0.11,0.1,
14/08/2017,1.783,0.02,334182.69,6464048.09,138.64,138.91,138.975,138.9,-0.34,-0.26,
